course,name,cmid,views,uniqusers,vpu,students,teachers,vps,fracstudents
0,forum,2732324,2005.0,120.0,16.708333333333332,135,3,14.851851851851851,0.8888888888888888
0,forum,2732325,256.0,86.0,2.976744186046512,135,3,1.8962962962962964,0.6370370370370371
0,page,2732326,143.0,79.0,1.810126582278481,135,3,1.0592592592592591,0.5851851851851851
0,resource,2732328,339.0,92.0,3.684782608695652,135,3,2.511111111111111,0.6814814814814815
0,page,2732329,560.0,108.0,5.185185185185185,135,3,4.148148148148148,0.8
0,resource,2732332,864.0,122.0,7.081967213114754,135,3,6.4,0.9037037037037036
0,resource,2732333,657.0,109.0,6.027522935779817,135,3,4.866666666666666,0.8074074074074075
0,resource,2732334,498.0,102.0,4.882352941176471,135,3,3.688888888888889,0.7555555555555555
0,resource,2823344,1058.0,121.0,8.743801652892563,135,3,7.837037037037037,0.8962962962962963
0,questionnaire,2823388,716.0,125.0,5.728,135,3,5.303703703703704,0.925925925925926
0,forum,2823414,515.0,108.0,4.768518518518518,135,3,3.814814814814815,0.8
0,assign,2823474,2408.0,126.0,19.11111111111111,135,3,17.83703703703704,0.9333333333333332
0,forum,2828058,362.0,47.0,7.702127659574468,135,3,2.6814814814814816,0.3481481481481481
0,forum,2828061,279.0,43.0,6.488372093023256,135,3,2.066666666666667,0.3185185185185185
0,forum,2828065,291.0,49.0,5.938775510204081,135,3,2.1555555555555554,0.362962962962963
0,forum,2828066,219.0,39.0,5.615384615384615,135,3,1.6222222222222222,0.2888888888888888
0,resource,2850078,433.0,81.0,5.345679012345679,135,3,3.2074074074074077,0.6
0,resource,2850081,335.0,79.0,4.2405063291139244,135,3,2.4814814814814814,0.5851851851851851
0,questionnaire,2857787,57.0,30.0,1.9,135,3,0.4222222222222222,0.2222222222222222
0,resource,2980315,455.0,106.0,4.29245283018868,135,3,3.3703703703703702,0.7851851851851852
0,resource,2980351,593.0,104.0,5.701923076923077,135,3,4.392592592592592,0.7703703703703704
0,resource,2990035,699.0,102.0,6.852941176470588,135,3,5.177777777777778,0.7555555555555555
0,assign,3009106,839.0,70.0,11.985714285714286,135,3,6.214814814814815,0.5185185185185185
0,assign,3009108,771.0,70.0,11.014285714285714,135,3,5.711111111111111,0.5185185185185185
0,assign,3009109,721.0,67.0,10.761194029850746,135,3,5.340740740740741,0.4962962962962963
0,assign,3009110,840.0,71.0,11.830985915492958,135,3,6.222222222222222,0.5259259259259259
0,resource,3009112,515.0,94.0,5.47872340425532,135,3,3.814814814814815,0.6962962962962963
0,resource,3018215,397.0,96.0,4.135416666666667,135,3,2.9407407407407407,0.7111111111111111
0,resource,3027298,296.0,80.0,3.7,135,3,2.1925925925925926,0.5925925925925926
0,resource,3027300,222.0,64.0,3.46875,135,3,1.6444444444444444,0.4740740740740741
0,resource,3027301,269.0,81.0,3.320987654320988,135,3,1.9925925925925927,0.6
0,resource,3039997,124.0,72.0,1.7222222222222223,135,3,0.9185185185185184,0.5333333333333333
0,resource,3040004,114.0,64.0,1.78125,135,3,0.8444444444444444,0.4740740740740741
0,resource,3040013,228.0,99.0,2.303030303030303,135,3,1.6888888888888889,0.7333333333333333
0,questionnaire,3042295,150.0,61.0,2.459016393442623,135,3,1.1111111111111112,0.4518518518518518
0,resource,3071835,440.0,63.0,6.984126984126984,135,3,3.259259259259259,0.4666666666666667
0,resource,3071839,234.0,64.0,3.65625,135,3,1.7333333333333334,0.4740740740740741
0,assign,3093674,42.0,8.0,5.25,135,3,0.3111111111111111,0.0592592592592592
1,forum,2763857,161.0,55.0,2.9272727272727272,89,2,1.808988764044944,0.6179775280898876
1,resource,2796698,449.0,75.0,5.986666666666666,89,2,5.044943820224719,0.8426966292134831
1,resource,2796702,233.0,65.0,3.5846153846153848,89,2,2.617977528089888,0.7303370786516854
1,resource,2796707,336.0,70.0,4.8,89,2,3.775280898876405,0.7865168539325843
1,resource,2809408,120.0,45.0,2.6666666666666665,89,2,1.348314606741573,0.5056179775280899
1,resource,2809410,128.0,51.0,2.5098039215686274,89,2,1.4382022471910112,0.5730337078651685
1,resource,2818288,108.0,47.0,2.297872340425532,89,2,1.2134831460674158,0.5280898876404494
1,resource,2818290,82.0,45.0,1.8222222222222224,89,2,0.9213483146067416,0.5056179775280899
1,assign,2834920,1295.0,79.0,16.39240506329114,89,2,14.55056179775281,0.8876404494382022
1,resource,2835295,118.0,45.0,2.6222222222222222,89,2,1.3258426966292134,0.5056179775280899
1,resource,2835325,63.0,31.0,2.032258064516129,89,2,0.7078651685393258,0.348314606741573
1,resource,2850617,37.0,25.0,1.48,89,2,0.4157303370786517,0.2808988764044944
1,resource,2850629,90.0,36.0,2.5,89,2,1.0112359550561798,0.4044943820224719
1,resource,2850632,69.0,33.0,2.090909090909091,89,2,0.7752808988764045,0.3707865168539326
1,resource,2851701,41.0,25.0,1.64,89,2,0.4606741573033708,0.2808988764044944
1,resource,2862615,93.0,51.0,1.8235294117647056,89,2,1.0449438202247192,0.5730337078651685
1,resource,2871786,113.0,40.0,2.825,89,2,1.2696629213483146,0.449438202247191
1,resource,2871787,91.0,35.0,2.6,89,2,1.0224719101123596,0.3932584269662921
1,resource,2872297,48.0,25.0,1.92,89,2,0.5393258426966292,0.2808988764044944
1,resource,2872320,42.0,19.0,2.210526315789474,89,2,0.4719101123595505,0.2134831460674157
1,resource,2877534,11.0,10.0,1.1,89,2,0.1235955056179775,0.1123595505617977
1,resource,2877543,37.0,24.0,1.5416666666666667,89,2,0.4157303370786517,0.2696629213483146
